Survived,Pclass,Sex,Age,Fare,Embarked,Title,CategoricalAge,WomanWithKid,PersonsInTicket,Cost,FareLog,CostLog,CategoricalFare,CategoricalCost
0.0,3,0,24,10,1,1,2,0,1,10,3.39,3.39,2,9
0.0,3,0,48,8,1,1,4,0,1,8,3.15,3.15,1,8
0.0,2,1,57,10,1,4,4,0,2,5,3.52,2.64,2,4
0.0,3,0,43,7,2,1,3,0,1,7,3.04,3.04,1,7
1.0,2,1,54,23,1,4,4,0,2,12,4.58,3.64,3,5
0.0,3,0,18,8,1,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,22,8,3,1,2,0,1,8,3.13,3.13,1,8
1.0,3,1,5,12,1,3,1,0,2,6,3.75,2.86,2,7
0.0,3,0,33,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,1,1,43,211,1,4,3,0,4,53,7.73,5.75,4,3
1.0,3,1,13,7,2,3,1,0,1,7,3.04,3.04,1,7
1.0,1,1,17,57,1,4,2,0,2,28,5.86,4.88,4,2
0.0,1,0,29,30,1,1,2,0,1,30,4.95,4.95,3,2
0.0,3,0,35,23,1,1,3,0,4,6,4.61,2.78,3,7
0.0,3,0,25,7,1,1,2,0,1,7,3.01,3.01,1,7
0.0,3,0,25,7,1,1,2,0,1,7,3.04,3.04,1,7
1.0,3,1,18,7,1,2,2,0,1,8,3.09,3.09,1,8
0.0,3,0,8,29,3,5,1,0,6,5,4.91,2.55,3,7
1.0,3,0,1,21,1,5,1,0,4,5,4.43,2.62,3,7
0.0,1,0,46,79,2,1,3,0,2,40,6.33,5.34,4,3
0.0,3,0,31,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,2,0,16,26,1,1,2,0,2,13,4.75,3.81,3,5
0.0,3,1,17,70,1,2,2,1,11,6,6.14,2.87,4,7
0.0,1,0,40,31,2,1,3,0,1,31,4.99,4.99,3,2
0.0,3,0,25,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,2,0,39,13,1,1,3,0,1,13,3.81,3.81,2,5
1.0,1,1,49,26,1,2,4,0,1,26,4.75,4.75,3,1
1.0,3,1,31,9,1,4,2,0,1,9,3.28,3.28,2,9
0.0,3,0,30,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,1,30,24,1,4,2,1,3,8,4.65,3.18,3,8
0.0,2,0,34,13,1,1,3,0,2,6,3.81,2.91,2,4
1.0,2,1,31,26,1,4,2,1,3,9,4.77,3.29,3,4
1.0,1,0,11,120,1,5,1,0,4,30,6.92,4.95,4,2
1.0,3,0,0,9,2,5,1,0,2,4,3.25,2.4,2,7
1.0,3,0,27,7,1,1,2,0,1,7,3.0,3.0,1,7
0.0,3,0,31,8,1,1,2,0,1,8,3.13,3.13,1,8
0.0,1,0,39,0,1,1,3,0,1,0,0.0,0.0,1,1
0.0,3,1,18,8,1,2,2,0,1,8,3.13,3.13,1,8
0.0,2,0,39,13,1,1,3,0,1,13,3.81,3.81,2,5
1.0,1,1,33,53,1,4,3,0,2,27,5.76,4.78,4,1
0.0,3,0,26,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,39,24,1,1,3,0,3,8,4.65,3.18,3,8
0.0,2,0,35,10,1,1,3,0,1,10,3.52,3.52,2,4
0.0,3,1,6,31,1,3,1,0,7,4,5.01,2.45,3,7
0.0,3,0,30,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,1,0,34,0,1,1,3,0,2,0,0.0,0.0,1,1
0.0,3,1,23,8,1,2,2,0,1,8,3.16,3.16,1,8
0.0,2,0,31,37,2,1,2,0,3,12,5.25,3.74,4,5
0.0,3,0,43,6,1,1,3,0,1,6,2.9,2.9,1,7
0.0,3,0,10,28,1,5,1,0,6,5,4.85,2.5,3,7
1.0,1,1,52,94,1,4,4,0,4,23,6.56,4.61,4,1
1.0,3,0,27,9,1,1,2,0,1,9,3.27,3.27,2,9
0.0,1,0,38,0,1,1,3,0,1,0,0.0,0.0,1,1
1.0,3,1,27,12,1,4,2,1,2,6,3.75,2.86,2,7
0.0,3,0,2,40,1,5,1,0,7,6,5.35,2.74,4,7
0.0,3,0,26,7,3,1,2,0,1,7,2.99,2.99,1,7
0.0,3,0,33,56,1,1,3,0,8,7,5.85,3.01,4,7
1.0,2,0,1,37,2,5,1,0,3,12,5.25,3.74,4,5
1.0,3,0,26,8,3,1,2,0,1,8,3.13,3.13,1,8
1.0,1,1,62,80,1,4,4,0,2,40,6.34,5.36,4,3
1.0,3,1,15,14,2,4,1,0,2,7,3.95,3.04,2,7
1.0,2,0,0,19,1,5,1,0,3,6,4.3,2.86,3,4
0.0,3,0,25,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,0,23,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,18,8,1,1,2,0,1,8,3.22,3.22,1,8
1.0,1,1,39,83,2,2,3,0,3,28,6.4,4.84,4,2
0.0,3,0,21,9,1,1,2,0,1,9,3.27,3.27,2,9
0.0,3,0,28,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,3,0,32,56,1,1,3,0,8,7,5.85,3.01,4,7
1.0,1,0,30,30,2,1,2,0,1,30,4.94,4.94,3,2
0.0,3,0,20,8,1,1,2,0,1,8,3.16,3.16,1,8
0.0,2,0,16,10,1,1,2,0,2,5,3.52,2.64,2,4
1.0,1,1,30,31,2,2,2,0,2,16,5.0,4.04,3,1
0.0,3,0,34,6,2,1,3,0,1,6,2.89,2.9,1,7
0.0,3,0,17,9,1,1,2,0,1,9,3.27,3.27,2,9
0.0,3,0,42,8,1,1,3,0,1,8,3.1,3.1,1,8
0.0,3,0,33,70,1,1,3,0,11,6,6.14,2.87,4,7
0.0,3,0,35,8,2,1,3,0,1,8,3.15,3.15,1,8
0.0,2,0,28,33,1,1,2,0,3,11,5.09,3.58,4,5
1.0,1,1,43,89,2,4,3,0,2,45,6.49,5.51,4,3
0.0,3,0,4,31,1,5,1,0,7,4,5.01,2.45,3,7
0.0,3,0,74,8,1,1,5,0,1,8,3.13,3.13,1,8
0.0,3,1,9,15,2,3,1,0,3,5,4.02,2.6,3,7
1.0,1,1,16,39,1,2,2,0,2,20,5.34,4.37,4,1
0.0,2,1,44,26,1,4,3,1,2,13,4.75,3.81,3,5
1.0,3,1,18,9,1,4,2,1,2,5,3.37,2.51,2,7
1.0,1,1,45,165,1,4,3,0,4,41,7.37,5.4,4,3
1.0,1,0,51,27,1,1,4,0,1,27,4.78,4.78,3,1
1.0,3,1,24,19,2,4,2,1,4,5,4.34,2.54,3,7
0.0,3,0,26,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,0,41,14,1,1,3,0,2,7,3.92,3.01,2,7
0.0,2,0,21,12,1,1,2,0,1,12,3.64,3.64,2,5
1.0,1,1,48,26,1,4,4,0,1,26,4.75,4.75,3,1
0.0,3,1,31,70,1,2,2,1,11,6,6.14,2.87,4,7
0.0,2,0,24,13,1,1,2,0,1,13,3.81,3.81,2,5
1.0,2,1,42,13,1,4,3,0,1,13,3.81,3.81,2,5
1.0,2,1,27,14,2,2,2,0,1,14,3.89,3.89,2,6
0.0,1,0,31,50,1,1,2,0,1,50,5.69,5.69,4,3
0.0,3,0,22,10,1,1,2,0,1,10,3.39,3.39,2,9
1.0,3,0,4,11,1,5,1,0,3,4,3.6,2.24,2,7
0.0,3,0,26,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,1,1,47,53,1,4,3,0,2,26,5.74,4.77,4,1
0.0,1,0,33,5,1,1,3,0,1,5,2.58,2.58,1,1
0.0,3,0,47,9,1,1,3,0,1,9,3.32,3.32,2,9
1.0,2,1,28,24,2,4,2,0,2,12,4.64,3.7,3,5
1.0,3,1,15,7,2,3,1,0,1,7,3.04,3.04,1,7
0.0,3,0,20,10,1,1,2,0,2,5,3.44,2.57,2,7
0.0,3,0,19,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,38,8,1,1,3,0,1,8,3.15,3.15,1,8
1.0,1,1,56,83,2,4,4,0,3,28,6.4,4.84,4,2
1.0,2,1,25,26,1,4,2,0,2,13,4.75,3.81,3,5
0.0,3,0,33,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,3,1,22,11,1,2,2,0,1,11,3.53,3.53,2,9
0.0,2,0,28,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,3,0,25,7,1,1,2,0,1,7,3.01,3.01,1,7
0.0,3,1,39,29,3,4,3,1,6,5,4.91,2.55,3,7
0.0,2,0,27,13,1,1,2,0,1,13,3.81,3.81,2,5
1.0,1,1,19,30,1,2,2,0,1,30,4.95,4.95,3,2
0.0,3,1,25,23,1,2,2,1,4,6,4.61,2.78,3,7
1.0,1,0,26,30,2,1,2,0,1,30,4.95,4.95,3,2
0.0,3,0,32,8,3,1,3,0,1,8,3.13,3.13,1,8
0.0,3,0,34,8,3,1,3,0,1,8,3.14,3.14,1,8
1.0,3,1,47,7,1,4,3,0,1,7,3.0,3.0,1,7
0.0,2,0,62,10,3,1,4,0,1,10,3.42,3.42,2,4
0.0,3,0,27,9,1,1,2,0,1,9,3.27,3.27,2,9
1.0,3,1,22,12,1,4,2,1,2,6,3.73,2.84,2,7
1.0,3,0,14,9,1,1,1,0,1,9,3.35,3.35,2,9
1.0,3,1,30,8,3,2,2,0,1,8,3.11,3.11,1,8
1.0,2,0,26,29,1,1,2,0,3,10,4.91,3.42,3,4
1.0,3,1,18,7,2,4,2,0,1,7,3.04,3.04,1,7
0.0,3,0,21,24,1,1,2,0,3,8,4.65,3.18,3,8
0.0,3,0,32,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,1,0,46,26,1,1,3,0,1,26,4.75,4.75,3,1
1.0,1,1,23,82,1,4,2,0,2,41,6.38,5.4,4,3
0.0,2,0,63,26,1,1,4,0,2,13,4.75,3.81,3,5
1.0,1,1,47,61,1,4,3,0,2,31,5.96,4.98,4,2
1.0,2,1,24,28,2,4,2,0,2,14,4.84,3.89,3,6
0.0,2,0,35,12,3,1,3,0,1,12,3.74,3.74,2,5
0.0,3,0,21,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,1,27,8,1,2,2,0,1,8,3.16,3.16,1,8
1.0,3,1,45,7,2,4,3,0,1,7,3.04,3.04,1,7
0.0,1,0,55,59,2,1,4,0,2,30,5.92,4.94,4,2
1.0,3,0,9,3,1,5,1,0,1,3,2.06,2.06,1,7
1.0,1,1,37,32,1,4,3,0,1,32,5.03,5.03,4,2
1.0,1,0,21,61,2,1,2,0,2,31,5.96,4.99,4,2
1.0,1,1,48,262,2,4,4,1,7,37,8.04,5.27,4,3
0.0,3,0,50,14,1,1,4,0,2,7,3.95,3.04,2,7
1.0,1,1,22,62,2,2,2,0,2,31,5.98,5.0,4,2
0.0,3,0,22,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,1,0,41,30,1,1,3,0,1,30,4.98,4.98,3,2
0.0,3,0,27,22,2,1,2,0,3,7,4.5,3.04,3,7
0.0,2,0,50,26,1,1,4,0,2,13,4.75,3.81,3,5
0.0,2,0,24,32,1,1,2,0,3,10,5.02,3.52,4,4
1.0,3,1,33,21,1,4,3,1,4,5,4.43,2.62,3,7
0.0,3,1,47,23,1,4,3,1,4,6,4.61,2.78,3,7
1.0,1,0,30,58,2,1,2,0,2,29,5.88,4.9,4,2
0.0,3,0,18,7,2,1,2,0,1,7,3.04,3.04,1,7
1.0,3,1,32,8,1,2,3,0,1,8,3.18,3.18,1,8
0.0,3,1,21,9,1,2,2,0,1,9,3.27,3.27,2,9
1.0,3,0,25,10,1,1,2,0,1,10,3.39,3.39,2,9
1.0,3,0,22,56,1,1,2,0,8,7,5.85,3.01,4,7
1.0,3,0,39,13,2,1,3,0,2,7,3.85,2.95,2,7
0.0,1,0,28,27,1,1,2,0,1,27,4.78,4.78,3,1
0.0,3,0,41,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,2,1,30,13,1,4,2,0,1,13,3.81,3.81,2,5
1.0,1,1,45,53,1,4,3,0,2,26,5.74,4.77,4,1
0.0,3,0,25,8,1,1,2,0,1,8,3.16,3.16,1,8
1.0,1,0,45,30,2,1,3,0,1,30,4.94,4.94,3,2
0.0,3,0,20,8,3,1,2,0,1,8,3.13,3.13,1,8
1.0,1,1,60,76,2,4,4,0,2,38,6.27,5.29,4,3
1.0,3,1,36,16,1,4,3,1,3,5,4.08,2.66,3,7
0.0,1,0,24,60,1,1,2,0,2,30,5.93,4.95,4,2
0.0,2,0,27,15,2,1,2,0,1,15,4.0,4.0,3,6
1.0,2,1,20,23,1,2,2,0,2,12,4.58,3.64,3,5
1.0,1,1,28,263,1,2,2,0,6,44,8.04,5.49,4,3
0.0,2,0,29,16,2,1,2,0,1,16,4.05,4.05,3,6
0.0,3,0,10,29,3,5,1,0,6,5,4.91,2.55,3,7
0.0,3,0,35,8,1,1,3,0,1,8,3.15,3.15,1,8
1.0,3,0,25,8,1,1,2,0,1,8,3.11,3.11,1,8
0.0,3,0,37,16,1,1,3,0,2,8,4.1,3.18,3,8
1.0,1,1,36,262,2,2,3,0,7,37,8.04,5.27,4,3
0.0,3,0,17,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,2,0,32,14,1,1,3,0,1,14,3.86,3.86,2,6
0.0,3,0,18,8,1,1,2,0,1,8,3.13,3.13,1,8
1.0,3,1,22,8,3,2,2,0,1,8,3.13,3.12,1,8
1.0,1,0,13,262,2,5,1,0,7,37,8.04,5.27,4,3
0.0,2,1,47,21,1,4,3,0,2,10,4.46,3.52,3,4
0.0,3,1,18,8,3,2,2,0,1,8,3.15,3.15,1,8
0.0,1,0,47,42,1,1,3,0,2,21,5.44,4.47,4,1
1.0,1,0,31,29,2,1,2,0,1,29,4.88,4.88,3,2
1.0,1,1,60,263,1,4,4,0,6,44,8.04,5.49,4,3
1.0,3,1,24,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,3,0,21,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,1,29,8,1,2,2,0,1,8,3.16,3.16,1,8
0.0,1,0,28,28,2,1,2,0,1,28,4.84,4.84,3,2
1.0,1,1,35,212,2,2,3,0,5,42,7.73,5.44,4,3
0.0,1,0,32,212,2,1,3,0,5,42,7.73,5.44,4,3
0.0,3,0,28,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,1,1,55,26,1,4,4,0,1,26,4.74,4.74,3,1
0.0,2,0,30,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,3,1,24,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,3,0,6,15,2,5,1,0,3,5,4.02,2.6,3,7
0.0,1,0,67,222,1,1,5,0,4,55,7.8,5.82,4,3
0.0,1,0,49,26,1,1,4,0,1,26,4.75,4.75,3,1
0.0,3,0,32,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,2,0,21,11,3,1,2,0,1,11,3.55,3.55,2,5
0.0,3,0,31,14,2,1,2,0,2,7,3.95,3.04,2,7
0.0,3,1,27,8,3,2,2,0,1,8,3.15,3.15,1,8
1.0,3,1,18,8,1,2,2,0,1,8,3.18,3.18,1,8
0.0,3,1,21,8,3,2,2,0,1,8,3.13,3.13,1,8
1.0,2,0,2,23,1,5,1,0,3,8,4.58,3.12,3,4
1.0,3,1,22,14,1,4,2,0,2,7,3.9,2.99,2,7
0.0,3,0,27,8,1,1,2,0,1,8,3.13,3.13,1,8
1.0,1,1,27,52,1,4,2,0,2,26,5.73,4.75,4,1
0.0,3,0,28,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,1,0,25,26,2,1,2,0,1,26,4.75,4.75,3,1
1.0,3,0,25,8,1,1,2,0,1,8,3.14,3.14,1,8
1.0,1,1,76,79,1,4,5,0,3,26,6.32,4.77,4,1
0.0,3,0,29,8,1,1,2,0,1,8,3.16,3.16,1,8
0.0,3,1,20,8,1,2,2,0,1,8,3.15,3.15,1,8
0.0,3,0,33,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,1,43,55,2,4,3,0,2,28,5.82,4.84,4,2
0.0,2,0,27,26,1,1,2,0,2,13,4.75,3.81,3,5
0.0,3,0,20,8,3,1,2,0,1,8,3.13,3.13,1,8
1.0,3,0,26,8,1,1,2,0,1,8,3.13,3.13,1,8
1.0,3,1,16,9,2,4,2,1,2,4,3.25,2.4,2,7
0.0,3,0,28,23,1,1,2,0,3,8,4.56,3.09,3,8
1.0,3,0,21,8,3,1,2,0,1,8,3.14,3.14,1,8
1.0,3,0,43,8,3,1,3,0,1,8,3.13,3.13,1,8
0.0,3,0,31,9,1,1,2,0,1,9,3.28,3.28,2,9
0.0,2,0,18,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,2,0,41,15,2,1,3,0,1,15,4.0,4.0,3,6
1.0,3,1,27,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,1,1,36,32,2,2,3,0,1,32,5.03,5.03,4,2
0.0,3,1,18,7,3,2,2,0,1,7,3.05,3.05,1,7
0.0,1,1,63,222,1,4,4,0,4,55,7.8,5.82,4,3
0.0,3,0,18,14,2,1,2,0,2,7,3.95,3.04,2,7
0.0,3,0,35,6,2,1,3,0,1,6,2.89,2.9,1,7
1.0,3,1,1,17,1,3,1,0,3,6,4.15,2.72,3,7
0.0,1,0,36,75,2,1,3,0,2,38,6.25,5.27,4,3
0.0,2,1,29,26,1,4,2,0,2,13,4.75,3.81,3,5
1.0,2,1,12,16,1,3,1,0,2,8,4.07,3.15,3,4
0.0,3,0,32,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,1,1,35,58,2,4,3,0,2,29,5.88,4.9,4,2
0.0,3,0,28,7,1,1,2,0,1,7,3.04,3.04,1,7
1.0,3,0,34,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,3,1,17,16,1,2,2,0,2,8,4.1,3.18,3,8
0.0,3,0,22,8,1,1,2,0,1,8,3.14,3.14,1,8
1.0,3,1,32,23,3,2,3,0,3,8,4.6,3.13,3,8
0.0,2,0,42,13,1,1,3,0,1,13,3.81,3.81,2,5
0.0,3,0,24,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,0,32,8,1,1,3,0,1,8,3.18,3.18,1,8
1.0,1,0,53,28,2,1,4,0,1,28,4.88,4.88,3,2
0.0,3,1,44,25,1,4,3,1,5,5,4.73,2.61,3,7
0.0,3,0,22,6,2,1,2,0,1,6,2.89,2.9,1,7
0.0,3,0,43,8,1,1,3,0,1,8,3.15,3.15,1,8
0.0,3,0,24,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,26,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,2,0,26,13,1,1,2,0,1,13,3.81,3.81,2,5
1.0,3,1,23,8,1,2,2,0,1,8,3.18,3.18,1,8
0.0,3,0,40,47,1,1,3,0,8,6,5.58,2.78,4,7
0.0,3,1,10,47,1,3,1,0,8,6,5.58,2.78,4,7
1.0,1,1,33,152,1,2,3,0,6,25,7.25,4.71,4,1
0.0,1,0,61,262,2,1,4,0,7,37,8.04,5.27,4,3
0.0,2,0,28,26,1,1,2,0,2,13,4.75,3.81,3,5
0.0,1,0,42,27,1,1,3,0,1,27,4.78,4.78,3,1
0.0,3,0,31,18,1,1,2,0,2,9,4.25,3.32,3,9
0.0,1,0,44,52,1,1,3,0,2,26,5.72,4.75,4,1
0.0,3,0,22,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,1,0,21,27,1,1,2,0,1,27,4.78,4.78,3,1
0.0,2,0,30,26,1,1,2,0,2,13,4.75,3.81,3,5
1.0,1,1,23,83,2,4,2,0,3,28,6.4,4.84,4,2
0.0,3,0,23,8,2,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,60,8,1,1,4,0,1,8,3.18,3.18,1,8
0.0,3,1,36,12,1,4,3,1,2,6,3.72,2.83,2,7
0.0,3,0,13,31,1,5,1,0,7,4,5.02,2.45,3,7
1.0,3,0,24,8,1,1,2,0,1,8,3.1,3.1,1,8
1.0,1,1,29,222,1,2,2,0,4,55,7.8,5.82,4,3
1.0,3,1,23,8,1,2,2,0,1,8,3.15,3.15,1,8
0.0,1,0,42,27,1,1,3,0,1,27,4.78,4.78,3,1
0.0,3,1,26,14,1,4,2,1,3,5,3.89,2.48,2,7
1.0,3,1,19,8,3,2,2,0,1,8,3.13,3.13,1,8
1.0,3,0,7,15,2,5,1,0,3,5,4.02,2.6,3,7
1.0,2,1,26,14,1,2,2,0,1,14,3.86,3.86,2,6
0.0,3,0,30,7,1,1,2,0,1,7,3.0,3.0,1,7
0.0,2,0,41,13,1,1,3,0,1,13,3.81,3.81,2,5
1.0,3,1,26,22,1,4,2,1,3,7,4.53,3.06,3,7
0.0,1,0,48,50,2,1,4,0,1,50,5.69,5.69,4,3
0.0,3,0,18,34,1,1,2,0,5,7,5.14,2.98,4,7
1.0,1,1,32,28,2,4,3,0,1,28,4.84,4.84,3,2
1.0,3,1,22,9,1,2,2,0,1,9,3.32,3.32,2,9
0.0,3,0,31,8,1,1,2,0,1,8,3.1,3.1,1,8
0.0,3,0,27,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,3,0,23,14,1,1,2,0,2,7,3.9,2.99,2,7
0.0,3,0,43,7,2,1,3,0,1,7,3.04,3.04,1,7
0.0,3,0,40,31,1,1,3,0,7,4,5.02,2.45,3,7
1.0,2,1,15,39,1,3,1,0,3,13,5.32,3.81,4,5
1.0,2,1,20,37,1,2,2,0,4,9,5.24,3.35,4,4
1.0,1,0,54,55,2,1,4,0,2,28,5.82,4.84,4,2
1.0,2,1,36,39,1,4,3,1,4,10,5.32,3.43,4,4
1.0,1,1,64,83,2,4,5,0,3,28,6.4,4.84,4,2
0.0,2,0,30,13,1,1,2,0,1,13,3.81,3.81,2,5
0.0,1,0,37,83,2,1,3,0,3,28,6.4,4.84,4,2
1.0,1,1,18,53,1,4,2,0,2,27,5.76,4.78,4,1
0.0,3,0,41,8,3,1,3,0,1,8,3.13,3.13,1,8
1.0,1,1,27,248,2,4,2,0,3,83,7.96,6.38,4,3
0.0,2,0,40,16,1,1,3,0,1,16,4.09,4.09,3,6
1.0,2,1,21,21,1,2,2,0,2,10,4.46,3.52,3,4
0.0,3,0,17,8,1,1,2,0,1,8,3.18,3.18,1,8
0.0,3,1,23,70,1,2,2,1,11,6,6.14,2.87,4,7
0.0,2,0,40,13,1,1,3,0,1,13,3.81,3.81,2,5
0.0,2,0,34,26,1,1,3,0,2,13,4.75,3.81,3,5
1.0,1,0,28,26,1,1,2,0,1,26,4.75,4.75,3,1
0.0,3,0,11,14,1,5,1,0,3,5,3.95,2.54,2,7
0.0,2,0,61,12,3,1,4,0,1,12,3.74,3.74,2,5
1.0,2,0,8,32,1,5,1,0,3,11,5.07,3.56,4,5
0.0,3,0,33,8,1,1,3,0,1,8,3.15,3.15,1,8
1.0,1,0,6,134,2,5,1,0,5,27,7.08,4.8,4,1
1.0,3,1,18,8,1,2,2,0,1,8,3.13,3.13,1,8
0.0,2,0,23,10,1,1,2,0,1,10,3.52,3.52,2,4
0.0,3,1,28,8,1,4,2,0,1,8,3.19,3.19,1,8
1.0,3,1,28,16,3,2,2,0,2,8,4.04,3.13,3,8
0.0,3,0,0,14,1,5,1,0,3,5,3.94,2.54,2,7
0.0,1,0,47,228,2,1,3,0,5,46,7.84,5.54,4,3
1.0,2,1,8,26,1,3,1,0,3,9,4.75,3.27,3,4
0.0,2,0,25,10,1,1,2,0,1,10,3.52,3.52,2,4
1.0,1,0,23,26,2,1,2,0,1,26,4.74,4.74,3,1
0.0,3,1,35,8,3,2,3,1,1,8,3.13,3.13,1,8
1.0,2,0,24,10,1,1,2,0,1,10,3.52,3.52,2,4
1.0,1,1,33,28,2,2,3,0,1,28,4.84,4.84,3,2
0.0,3,0,25,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,32,23,1,1,3,0,3,8,4.56,3.09,3,8
1.0,3,0,39,7,1,1,3,0,1,7,3.01,3.01,1,7
0.0,2,0,17,74,1,1,2,0,7,10,6.22,3.52,4,4
0.0,2,1,60,26,1,4,4,0,2,13,4.75,3.81,3,5
0.0,3,1,38,8,1,2,3,1,1,8,3.13,3.13,1,8
0.0,1,0,42,42,1,1,3,0,1,42,5.44,5.44,4,3
0.0,3,1,30,8,3,2,2,0,1,8,3.15,3.15,1,8
0.0,1,0,57,165,1,1,4,0,4,41,7.37,5.4,4,3
1.0,1,1,50,212,2,4,4,0,5,42,7.73,5.44,4,3
0.0,3,0,28,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,2,1,30,14,2,2,2,0,1,14,3.89,3.89,2,6
0.0,3,0,21,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,2,1,22,10,1,4,2,0,1,10,3.52,3.52,2,4
1.0,3,0,21,8,1,1,2,0,1,8,3.14,3.14,1,8
1.0,1,1,53,27,2,4,4,0,1,27,4.83,4.83,3,1
1.0,3,1,26,15,2,4,2,1,3,5,4.02,2.6,3,7
1.0,3,0,23,8,1,1,2,0,1,8,3.14,3.14,1,8
0.0,3,1,25,8,3,2,2,0,1,8,3.13,3.13,1,8
0.0,3,0,40,15,1,1,3,0,2,8,4.01,3.1,3,8
0.0,2,0,36,13,1,1,3,0,1,13,3.81,3.81,2,5
0.0,2,0,14,65,1,1,1,0,5,13,6.04,3.81,4,5
1.0,1,1,21,27,1,2,2,0,1,27,4.78,4.78,3,1
0.0,3,0,21,6,1,1,2,0,1,6,2.91,2.91,1,7
0.0,3,0,30,8,3,1,2,0,1,8,3.15,3.15,1,8
0.0,1,0,39,71,2,1,3,0,2,36,6.18,5.2,4,2
0.0,3,0,20,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,1,0,64,75,2,1,5,0,2,38,6.25,5.27,4,3
0.0,3,0,20,7,2,1,2,0,1,7,3.04,3.04,1,7
0.0,2,1,18,13,1,2,2,0,1,13,3.81,3.81,2,5
1.0,1,1,48,106,2,4,4,0,3,35,6.75,5.19,4,2
1.0,1,1,55,28,2,4,4,0,1,28,4.84,4.84,3,2
1.0,2,1,45,30,1,4,3,0,2,15,4.95,4.0,3,6
1.0,1,0,45,134,2,1,3,0,5,27,7.08,4.8,4,1
1.0,3,0,29,8,1,1,2,0,1,8,3.15,3.15,1,8
0.0,3,0,4,23,1,5,1,0,4,6,4.61,2.78,3,7
0.0,1,0,41,52,1,1,3,0,2,26,5.72,4.75,4,1
0.0,2,1,22,21,1,4,2,0,2,10,4.46,3.52,3,4
0.0,2,0,42,32,1,1,3,0,3,11,5.07,3.56,4,5
1.0,2,1,29,26,1,4,2,0,2,13,4.75,3.81,3,5
0.0,3,1,29,14,2,4,2,0,2,7,3.95,3.04,2,7
1.0,2,1,0,28,1,3,1,0,4,7,4.85,2.99,3,4
1.0,3,0,20,8,1,1,2,0,1,8,3.16,3.16,1,8
0.0,1,0,27,137,2,1,2,0,2,68,7.11,6.12,4,3
0.0,3,0,24,9,1,1,2,0,1,9,3.37,3.37,2,9
0.0,3,0,32,10,1,1,3,0,1,10,3.39,3.39,2,9
0.0,3,0,29,8,1,1,2,0,1,8,3.1,3.1,1,8
0.0,3,0,24,8,3,1,2,0,1,8,3.13,3.13,1,8
0.0,3,0,28,8,1,1,2,0,1,8,3.18,3.18,1,8
1.0,2,1,19,13,1,2,2,0,1,13,3.81,3.81,2,5
1.0,3,0,21,8,1,1,2,0,1,8,3.13,3.13,1,8
1.0,3,0,36,17,1,1,3,0,2,9,4.2,3.28,3,9
0.0,3,0,21,8,1,1,2,0,1,8,3.15,3.15,1,8
1.0,2,1,29,23,1,4,2,1,3,8,4.58,3.12,3,4
0.0,3,1,1,12,1,3,1,0,2,6,3.72,2.83,2,7
1.0,2,0,30,13,2,1,2,0,1,13,3.78,3.78,2,5
